headline,link,categoria,subcategoria,dia,mês,ano,data,datadois
Para Temer Janot cumpriu seu papel ao pedir prisão de membros ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/para-temer-janot-cumpriu-seu-papel-ao-pedir-prisao-de-membros-do-pmdb,Polêmicas,Temer,22,6,2016,22/06/2016,06/22/2016
TSE vai receber cópias de investigação sobre João Santana na ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/tse-vai-receber-copias-de-investigacao-sobre-joao-santana-na-lava-jato,Polêmicas,Temer,22,6,2016,22/06/2016,06/22/2016
Mendes estima para setembro fim da coleta de provas contra chapa ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/tse-conclui-ate-setembro-producao-de-provas-contra-dilma-e-temer-diz,Polêmicas,Temer,23,6,2016,23/06/2016,06/23/2016
Gleisi diz que prisão de Paulo Bernardo quer tirar foco de desvios ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/gleisi-diz-que-prisao-de-paulo-bernardo-quer-desviar-foco-de-desvios-do,Polêmicas,Outros,23,6,2016,23/06/2016,06/23/2016
Para PT busca na sede do partido foi "desnecessária e midiática",http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/para-pt-busca-na-sede-do-partido-foi-desnecessaria-e-midiatica,Polêmicas,Outros,23,6,2016,23/06/2016,06/23/2016
Pesquisadores defendem fortalecimento da comunicação pública ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/pesquisadores-defendem-fortalecimento-da-comunicacao-publica-em-audiencia-no,Polêmicas,Ministros & Cargos,24,6,2016,24/06/2016,06/24/2016
Justiça do Rio Grande do Sul autoriza Dilma a viajar em aeronaves ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/justica-do-rio-grande-do-sul-autoriza-dilma-viajar-em-aeronaves-da-fab,Polêmicas,Outros,24,6,2016,24/06/2016,06/24/2016
Defesa diz que pedido de prisão de Cunha é “aventura jurídica”,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/defesa-diz-que-pedido-de-prisao-de-cunha-e-aventura-juridica,Polêmicas,Congresso & Base Aliada,24,6,2016,24/06/2016,06/24/2016
AGU recorre ao Supremo contra mandado de segurança do ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/agu-recorre-ao-supremo-contra-mandado-de-seguran%C3%A7a-do-presidente-da-EBC,Polêmicas,Ministros & Cargos,28,6,2016,28/06/2016,06/28/2016
Moura nega que Cunha tenha pressionado Temer para escapar de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/moura-nega-que-cunha-tenha-pessionado-temer-para-escapar-de-cassacao,Polêmicas,Temer,29,6,2016,29/06/2016,06/29/2016
Conselho de Comunicação do Congresso diz em nota estar ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/conselho-de-comunicacao-do-congresso-diz-em-nota-estar-preocupado-com-ebc,Polêmicas,Ministros & Cargos,4,7,2016,04/07/2016,07/04/2016
Dilma: Temer não tem voto nem legitimidade para propor soluções ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/dilma-temer-nao-tem-voto-nem-legitimidade-para-propor-solucoes-para-crise,Polêmicas,Temer,6,7,2016,06/07/2016,07/06/2016
Em carta ao Congresso Temer critica gestão de Dilma,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/em-carta-ao-congresso-temer-critica-gestao-de-dilma,Polêmicas,Temer,8,7,2016,08/07/2016,07/08/2016
Justiça condena Cid Gomes a indenizar Temer em R$ 40 mil por ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/justica-condena-cid-gomes-indenizar-temer-em-r-40-mil-por-danos-morais,Polêmicas,Temer,13,7,2016,13/07/2016,07/13/2016
Em entrevista Dilma diz que governo interino “é a cara” de Eduardo ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/em-entrevista-dilma-diz-que-governo-interino-e-cara-de-eduardo-cunha,Polêmicas,Outros,13,7,2016,13/07/2016,07/13/2016
Datafolha admite que houve imprecisão em pesquisa sobre Temer,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/datafolha-admite-que-houve-imprecisao-em-pesquisa-sobre-temer,Polêmicas,Temer,20,7,2016,20/07/2016,07/20/2016
Folha nega que tenha havido erro em divulgação de pesquisa ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/folha-nega-que-tenha-havido-erro-em-divulgacao-de-pesquisa-sobre-governo,Polêmicas,Temer,21,7,2016,21/07/2016,07/21/2016
PT que deve responder por pagamentos a João Santana diz Dilma,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/pt-que-deve-responder-por-pagamentos-joao-santana-diz-dilma,Polêmicas,Outros,27,7,2016,27/07/2016,07/27/2016
Temer exonera presidente da Hemobras,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/temer-exonera-presidente-da-hemobras,Polêmicas,Ministros & Cargos,4,8,2016,04/08/2016,08/04/2016
Presidente da EBC determina sindicância para apurar postagem ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/presidente-da-ebc-determina-sindicancia-sobre-postagem-referente-michel-temer,Polêmicas,Outros,4,8,2016,04/08/2016,08/04/2016
Sindicância da EBC encerra apuração sobre postagem no Twitter ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/sindicancia-da-ebc-encerra-apuracao-sobre-postagem-no-twitter-referente-temer,Polêmicas,Outros,5,8,2016,05/08/2016,08/05/2016
No Senado Padilha diz que Desenvolvimento Agrário voltará a ser ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/no-senado-padilha-diz-que-desenvolvimento-agrario-voltara-ser-ministerio,Polêmicas,Ministros & Cargos,11,8,2016,11/08/2016,08/11/2016
Rede anuncia requerimento para antecipar votação do processo ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/rede-anuncia-requerimento-para-antecipar-votacao-do-processo-contra-eduardo,Polêmicas,Congresso & Base Aliada,11,8,2016,11/08/2016,08/11/2016
Michel Temer não vai à cerimônia de encerramento da Rio 2016,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/michel-temer-nao-vai-cerimonia-de-encerramento-da-rio-2016,Polêmicas,Temer,15,8,2016,15/08/2016,08/15/2016
Fazenda de SP diz que gráfica da campanha de Dilma não gerou ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/fazenda-de-sp-diz-que-rafica-da-campanha-de-dilma-nao-gerou-prejuizos-ao,Polêmicas,Temer,18,8,2016,18/08/2016,08/18/2016
Osmar Terra: "orientação de Michel Temer é manter programas ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/osmar-terra-orientacao-de-michel-temer-e-manter-programas-sociais,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Moreira Franco destaca importância de conselho para parcerias de ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/moreira-franco-destaca-importancia-de-conselho-para-parcerias-de,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Novo ministro do Trabalho acredita que desemprego será revertido ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/novo-ministro-do-trabalho-acredita-que-desemprego-sera-revertido-ate-fim-de,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Meirelles diz estar preparado para enfrentar problemas da economia,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/meirelles-diz-estar-preparado-para-enfrentar-problemas-da-economia,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Ordem para infraestrutura é privatizar diz novo ministro dos ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/ordem-para-infraestrutura-e-privatizar-diz-novo-ministro-dos-transportes,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Ministro diz que vai trabalhar para evitar conflito entre agricultura e ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/ministro-diz-que-vai-trabalhar-para-evitar-conflito-entre-agricultura-e,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Ministro de Minas e Energia quer atrair investimentos privados,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/ministro-de-minas-e-energia-quer-atrair-investimentos-privados-para-o-setor,Declarações,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Temer faz nesta manhã primeira reunião ministerial,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-faz-nesta-manha-primeira-reuniao-ministerial,Declarações,Ministros & Cargos,13,5,2016,13/05/2016,05/13/2016
Déficit no Orçamento é maior que R$ 96 bilhões diz ministro,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/deficit-no-orcamento-e-maior-que-r-96-bilhoes-diz-ministro,Declarações,Ministros & Cargos,13,5,2016,13/05/2016,05/13/2016
Temer e ministros passam fim de semana em reuniões,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-e-ministros-passam-fim-de-semana-em-reunioes,Declarações,Ministros & Cargos,14,5,2016,14/05/2016,05/14/2016
Inaugurada a terceira Arena Carioca do Parque Olímpico,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/inaugurada-terceira-arena-carioca-do-parque-olimpico,Declarações,Ministros & Cargos,14,5,2016,14/05/2016,05/14/2016
Ministro de Minas e Energia se reúne em Brasília com ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/ministro-de-minas-e-energia-se-reune-em-brasilia-com-representantes-do,Declarações,Ministros & Cargos,15,5,2016,15/05/2016,05/15/2016
Ministros dizem que preparação para a Rio 2016 não muda com ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/ministros-dizem-que-preparacao-para-rio-2016-nao-muda-com-novo-governo,Declarações,Ministros & Cargos,16,5,2016,16/05/2016,05/16/2016
Temer lamenta morte de Cauby Peixoto,http://agenciabrasil.ebc.com.br/cultura/noticia/2016-05/temer-lamenta-morte-de-cauby-peixoto,Declarações,Temer,16,5,2016,16/05/2016,05/16/2016
Jungmann toma posse com a promessa de evitar cortes no ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/jungmann-toma-posse-com-promessa-de-evitar-cortes-no-orcamento-da-defesa,Declarações,Ministros & Cargos,16,5,2016,16/05/2016,05/16/2016
Sarney Filho sobrevoa Mariana e se recusa a autorizar volta da ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/sarney-filho-sobrevoa-mariana-e-se-recusa-autorizar-volta-da-samarco,Declarações,Ministros & Cargos,16,5,2016,16/05/2016,05/16/2016
Temer pede a líderes agilidade na votação de MPs de interesse do ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-pede-lideres-agilidade-na-votacao-de-mps-de-interesse-do-pais,Declarações,Temer,17,5,2016,17/05/2016,05/17/2016
Ministro da Saúde diz que Brasil oferece tranquilidade a quem vier ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/ministro-diz-que-brasil-oferece-tranquilidade-quem-vier-olimpiadas,Declarações,Ministros & Cargos,17,5,2016,17/05/2016,05/17/2016
Novo secretário da Cultura diz que Lei Rouanet não pode ser ...,http://agenciabrasil.ebc.com.br/cultura/noticia/2016-05/novo-secretario-da-cultura-diz-que-lei-rouanet-nao-pode-ser-demonizada,Declarações,Ministros & Cargos,18,5,2016,18/05/2016,05/18/2016
Temer reúne-se com senadores aliados no Palácio do Jaburu,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-reune-se-com-senadores-aliados-no-palacio-do-jaburu,Declarações,Temer,18,5,2016,18/05/2016,05/18/2016
Jucá: integração da América Latina e Caribe é prioridade para ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/integracao-da-america-latina-e-caribe-e-prioridade-para-governo-temer,Declarações,Ministros & Cargos,18,5,2016,18/05/2016,05/18/2016
Fernando Coelho defende mais estratégia e menos intervenção no ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/fernando-coelho-defende-mais-estrategia-e-menos-intervencao-no-setor,Declarações,Ministros & Cargos,18,5,2016,18/05/2016,05/18/2016
Temer cobra de André Moura agilidade na votação da nova meta ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-cobra-de-andre-moura-agilidade-na-votacao-da-nova-meta-fiscal,Declarações,Temer,19,5,2016,19/05/2016,05/19/2016
Temer recebe bancada feminina da Câmara no Palácio do Planalto,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-recebe-bancada-feminina-da-camara-no-palacio-do-planalto,Declarações,Temer,19,5,2016,19/05/2016,05/19/2016
Ministro nega que SUS será afetado por corte de verba,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/ministro-nega-que-sus-sera-afetado-por-corte-de-verba,Declarações,Ministros & Cargos,19,5,2016,19/05/2016,05/19/2016
Após primeira semana na Presidência Temer embarca para São ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/apos-primeira-semana-na-presidencia-temer-embarca-para-sao-paulo,Declarações,Temer,20,5,2016,20/05/2016,05/20/2016
Forças Armadas podem substituir PM na segurança de vias durante ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/forcas-armadas-podem-substituir-pm-na-seguranca-de-vias-durante-rio-2016,Declarações,Ministros & Cargos,20,5,2016,20/05/2016,05/20/2016
Inflação nunca saiu de controle depois do plano de metas diz Tombini,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/inflacao-nunca-saiu-de-controle-depois-do-plano-de-metas-disse-tombine,Declarações,Ministros & Cargos,20,5,2016,20/05/2016,05/20/2016
Temer reúne ministros para definir detalhes sobre medidas ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-reune-equipe-para-definir-detalhes-sobre-medidas-economicas,Declarações,Ministros & Cargos,21,5,2016,21/05/2016,05/21/2016
Futuro ministro da Cultura diz que setor é "estratégico" para o país,http://agenciabrasil.ebc.com.br/cultura/noticia/2016-05/futuro-ministro-da-cultura-fala-em-setor-como-estrategico-para-o-brasil,Declarações,Ministros & Cargos,21,5,2016,21/05/2016,05/21/2016
Temer volta a Brasília após fim de semana em São Paulo,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-volta-brasilia-apos-fim-de-semana-em-sao-paulo,Declarações,Temer,22,5,2016,22/05/2016,05/22/2016
Brasil discute Olimpíadas e combate ao Aedes na Assembleia ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/brasil-discute-olimpiadas-e-combate-ao-aedes-na-assembleia-mundial-da-saude,Repercussões,Outros,22,5,2016,22/05/2016,05/22/2016
Serra faz primeira visita oficial à Argentina,http://agenciabrasil.ebc.com.br/internacional/noticia/2016-05/serra-faz-primeira-visita-oficial-argentina,Declarações,Ministros & Cargos,23,5,2016,23/05/2016,05/23/2016
Não temos compromisso com equívoco diz Temer,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/nao-temos-compromisso-com-equivoco-diz-temer,Declarações,Temer,24,5,2016,24/05/2016,05/24/2016
Bela vitória diz Temer sobre aprovação da meta fiscal,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/bela-vitoria-diz-temer-sobre-aprovacao-da-mesta-fiscal,Declarações,Temer,25,5,2016,25/05/2016,05/25/2016
Ministro da Justiça discute segurança pública no Rio e para as ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/ministro-da-justica-discute-seguranca-publica-no-rio-e-para-olimpiadas,Declarações,Ministros & Cargos,30,5,2016,30/05/2016,05/30/2016
Meirelles: governo pode adotar novas medidas para aumentar ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/meirelles-finalidade-do-governo-e-promover-o-crescimento-economico-do-pais,Declarações,Ministros & Cargos,30,5,2016,30/05/2016,05/30/2016
Existe violência permanente contra a mulher no Brasil diz Temer,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/existe-violencia-permanente-contra-mulher-no-brasil-diz-temer,Declarações,Temer,31,5,2016,31/05/2016,05/31/2016
Após almoço com Temer líderes dizem que base continua unida ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/apos-almoco-com-temer-lideres-dizem-que-base-continua-unida-apesar-de,Declarações,Temer,31,5,2016,31/05/2016,05/31/2016
Indicado ao BC não participará da primeira reunião do Copom do ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/indicado-ao-bc-nao-participara-da-primeira-reuniao-do-copom-do-governo,Declarações,Ministros & Cargos,31,5,2016,31/05/2016,05/31/2016
Temer diz ter "convicção" de que vai reverter quadro de crise no país,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-que-tem-conviccao-de-que-vai-reverter-quadro-de-crise-no-pais,Declarações,Temer,1,6,2016,01/06/2016,06/01/2016
Ninguém vai interferir na Lava Jato diz Temer,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/ninguem-vai-mexer-na-lava-jato-diz-temer,Declarações,Temer,1,6,2016,01/06/2016,06/01/2016
Resultado do PIB é sinal de recuperação econômica diz novo ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/resultado-do-pib-e-sinal-de-recuperacao-economica-diz-novo-presidente-do,Declarações,Ministros & Cargos,1,6,2016,01/06/2016,06/01/2016
Nova presidente do BNDES vai revisar políticas operacionais do ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/nova-presidenta-do-bndes-vai-revisar-politicas-operacionais-do-banco,Declarações,Ministros & Cargos,1,6,2016,01/06/2016,06/01/2016
Senado vota indicação de Goldfajn para Banco Central na próxima ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/senado-vota-indicacao-de-goldfajn-para-banco-central-na-proxima-terca-feira,Declarações,Ministros & Cargos,1,6,2016,01/06/2016,06/01/2016
Temer defende trabalho conjunto entre governo e Congresso,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-defende-trabalho-conjunto-entre-governo-e-congresso,Declarações,Temer,2,6,2016,02/06/2016,06/02/2016
Temer lamenta morte de Jarbas Passarinho,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/temer-lamenta-morte-de-jarbas-passarinho,Declarações,Temer,5,6,2016,05/06/2016,06/05/2016
Temer diz que vai ao Rio no dia 15 para se reunir com presidente ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-que-vai-ao-rio-no-dia-15-para-se-encontrar-com-presidente-do-coi,Declarações,Temer,7,6,2016,07/06/2016,06/07/2016
Temer tem primeiro encontro com empresários no Planalto ao lado ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-tem-primeiro-encontro-com-empresarios-no-planalto-ao-lado-de,Declarações,Temer,7,6,2016,07/06/2016,06/07/2016
Meirelles: país só volta a crescer se Congresso aprovar medidas ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/meirelles-pais-so-volta-crescer-se-congresso-aprovar-medidas-economicas,Declarações,Ministros & Cargos,7,6,2016,07/06/2016,06/07/2016
Kassab diz que fusão de ministérios não prejudicará ciência e ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/kassab-diz-que-fusao-de-ministerios-nao-prejudicara-ciencia-e-tecnologia,Declarações,Ministros & Cargos,7,6,2016,07/06/2016,06/07/2016
Temer: população não quer ideologias mas resultados positivos,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-populacao-nao-quer-ideologias-mas-resultados-positivos,Declarações,Temer,8,6,2016,08/06/2016,06/08/2016
Meirelles: governo avalia crise e busca crescimento sustentável,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/meirelles-governo-avalia-crise-e-busca-crescimento-sustentavel-para-o-br,Declarações,Ministros & Cargos,8,6,2016,08/06/2016,06/08/2016
No Twitter Temer lamenta morte de jovens em acidente de ônibus,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/no-twitter-temer-lamenta-morte-de-jovens-em-acidente-de-onibus,Declarações,Temer,9,6,2016,09/06/2016,06/09/2016
Temer diz a sindicalistas que "não fará nada contra trabalhadores",http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-sindicalistas-que-nao-fara-nada-contra-trabalhadores,Declarações,Temer,10,6,2016,10/06/2016,06/10/2016
Michel Temer parabeniza presidente eleito do Peru,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/michel-temer-parabeniza-presidente-eleito-do-peru,Declarações,Temer,10,6,2016,10/06/2016,06/10/2016
Paralisação começa a afetar unidades de produção da Petrobras ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/paralisacao-dos-petroleiros-suspende-atividades-em-unidades-de-producao,Repercussões,Outros,10,6,2016,10/06/2016,06/10/2016
Governo Temer faz um mês com agenda positiva na economia e ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-completa-um-mes-na-presidencia-neste-domingo,Declarações,Temer,11,6,2016,11/06/2016,06/11/2016
Pelo Twitter Temer lamenta atentado em Orlando,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/pelo-twitter-temer-lamenta-atentado-em-orlando,Declarações,Temer,12,6,2016,12/06/2016,06/12/2016
Ministro defende reestruturação de governança em empresas ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/ministro-defende-reestruturacao-de-governanca-em-empresas-estatais-de,Declarações,Ministros & Cargos,15,6,2016,15/06/2016,06/15/2016
Base curricular não está paralisada diz ministro,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/base-curricular-nao-esta-paralisada-diz-ministro-da-educacao,Declarações,Ministros & Cargos,15,6,2016,15/06/2016,06/15/2016
Inaugurada a Estação São Conrado da Linha 4 do metrô do Rio,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/inaugurada-estacao-sao-conrado-da-linha-4-do-metro-do-rio,Declarações,Temer,15,6,2016,15/06/2016,06/15/2016
Temer diz que governo não para e já anunciou muito em apenas ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-que-governo-nao-para-e-tem-muito-anunciar-em-apenas-um-mes,Declarações,Temer,16,6,2016,16/06/2016,06/16/2016
Padilha diz que governo Temer apoia a Lava Jato,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/padilha-diz-que-governo-temer-apoia-lava-jato,Declarações,Ministros & Cargos,16,6,2016,16/06/2016,06/16/2016
Praticamos os mais variados gestos para tirar país da crise profunda ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/praticamos-os-mais-variados-gestes-para-tirar-pais-da-crise-profunda-diz,Declarações,Temer,16,6,2016,16/06/2016,06/16/2016
Diretor da OMC diz ser difícil prever efeitos da saída do Reino Unido ...,http://agenciabrasil.ebc.com.br/internacional/noticia/2016-06/diretor-da-omc-diz-ser-dificil-prever-efeitos-da-saida-do-reino-unido,Repercussões,Outros,16,6,2016,16/06/2016,06/16/2016
Meirelles: limite de gastos não reduz investimento em saúde e ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/meirelles-limite-de-gastos-nao-reduz-investimento-em-saude-e-educacao,Declarações,Ministros & Cargos,17,6,2016,17/06/2016,06/17/2016
Ministro diz que não há risco de terrorismo e segurança para ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/moraes-assegura-que-nao-ha-mudancas-em-relacao-seguranca-para-os-jogos,Declarações,Ministros & Cargos,17,6,2016,17/06/2016,06/17/2016
Temer discute com governadores dívida dos estados,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-discute-com-governadores-divida-dos-estados,Declarações,Temer,19,6,2016,19/06/2016,06/19/2016
Governadores e Temer se reúnem para discutir dívida dos estados,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/governadores-e-temer-se-reunem-para-discutir-divida-dos-estados,Declarações,Temer,20,6,2016,20/06/2016,06/20/2016
Moreira Franco defende que governo ajude o Rio para evitar "mico ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/moreira-franco-defende-que-governo-ajude-o-rio-para-evitar-mico-internacional,Declarações,Ministros & Cargos,20,6,2016,20/06/2016,06/20/2016
Em São Paulo Serra diz que há expectativa positiva em relação à ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/serra-diz-empresarios-que-ha-fator-positivo-na-economia,Declarações,Ministros & Cargos,20,6,2016,20/06/2016,06/20/2016
Satélite de alta resolução será usado na segurança dos Jogos Rio ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/satelite-de-alta-resolucao-sera-usado-na-seguranca-dos-jogos-rio-2016,Políticas,Outros,20,6,2016,20/06/2016,06/20/2016
Temer volta a afirmar que não será candidato em 2018,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-volta-afirmar-que-nao-sera-candidato-em-2018,Declarações,Temer,21,6,2016,21/06/2016,06/21/2016
Temer diz que está “cortando na carne” e levará país a superar a crise,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-que-esta-cortando-na-carne-e-levara-pais-superar-crise,Declarações,Temer,22,6,2016,22/06/2016,06/22/2016
Controle estrangeiro de aéreas beneficiará rotas pouco exploradas ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/controle-estrangeiro-de-aereas-beneficiara-rotas-pouco-exploradas-diz,Declarações,Ministros & Cargos,22,6,2016,22/06/2016,06/22/2016
Ministro rejeita cobrança do INSS sobre exportações do agronegócio,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/ministro-rejeita-cobranca-do-inss-sobre-exportacoes-do-agronegocio,Declarações,Ministros & Cargos,23,6,2016,23/06/2016,06/23/2016
Núcleo institucional está reunido para discutir Olimpíada Rio 2016,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/nucleo-institucional-esta-reunido-para-discutir-olimpiada-rio-2016,Declarações,Ministros & Cargos,23,6,2016,23/06/2016,06/23/2016
Moreira Franco diz que governo abrirá concessões na área de ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/moreira-franco-diz-que-governo-abrira-concessoes-na-area-de-transporte,Declarações,Ministros & Cargos,23,6,2016,23/06/2016,06/23/2016
Ministro diz que problemas da Olimpíada Rio 2016 estão ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/ministro-diz-que-problemas-da-olimpiada-rio-2016-estao-solucionados,Declarações,Ministros & Cargos,23,6,2016,23/06/2016,06/23/2016
Brexit: Temer indica Meirelles para avaliar com embaixador efeitos ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/brexit-temer-indica-meirelles-para-avaliar-com-embaixador-efeitos-no-brasil,Nomeações,Ministros & Cargos,24,6,2016,24/06/2016,06/24/2016
Temer se reúne com Núcleo de Infraestrutura,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-se-reune-com-nucleo-de-infraestrutura,Declarações,Temer,27,6,2016,27/06/2016,06/27/2016
Temer diz que iniciativa privada é que ajuda o Estado a crescer,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-que-iniciativa-privada-e-quem-ajuda-o-estado-crescer,Declarações,Temer,28,6,2016,28/06/2016,06/28/2016
Ministro da Justiça diz que governo interino não teme investigações,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/ministro-da-justica-diz-que-governo-temer-nao-teme-investigacoes,Declarações,Ministros & Cargos,28,6,2016,28/06/2016,06/28/2016
Decisão sobre novo ministro do Turismo cabe ao PMDB da Câmara ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/decisao-sobre-novo-ministro-do-turismo-cabe-ao-pmdb-da-camara-diz-padilha,Declarações,Ministros & Cargos,28,6,2016,28/06/2016,06/28/2016
Meirelles diz que meta fiscal de 2017 será negativa mas não ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/meirelles-diz-que-meta-fiscal-de-2017-sera-negativa-mas-nao-antecipa,Declarações,Ministros & Cargos,29,6,2016,29/06/2016,06/29/2016
